"program_id","university_name","university_type","partnership_status","partner_name","country","city","world_ranking","university_website","program_name","degree_level","field_of_study","specialization","course_duration_years","course_duration_months","program_website","min_gpa","min_percentage","last_education_required","work_experience_required","min_work_experience_years","specific_background_required","english_test_required","ielts_overall","ielts_individual","toefl_overall","toefl_individual","pte_overall","duolingo_overall","moi_accepted","moi_conditions","gre_required","min_gre_score","gmat_required","min_gmat_score","other_exams","tuition_fee_eur","tuition_fee_usd","application_fee_eur","scholarships_available","scholarship_details","scholarship_amount_max","living_cost_estimate_eur","intake_spring","intake_summer","intake_fall","intake_winter","spring_deadline","summer_deadline","fall_deadline","winter_deadline","rolling_admissions","language_of_instruction","visa_success_rate","job_placement_rate","internship_opportunities","part_time_work_allowed","post_study_work_visa","program_highlights","notes","admissions_email","application_portal","commission_rate","last_updated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG362","Heidelberg University","Public","Non-Partnered","N/A","Germany","Heidelberg","63","https://www.uni-heidelberg.de","MSc in Molecular Biosciences","Master's","Biology","Molecular Biosciences","2","24","https://www.uni-heidelberg.de/en/msc-molecular-biosciences","3.0","70","Bachelor's","No","0","Biology background","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Heidelberg scholarships","8000","10000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","92","88","Yes","Yes","2 years","Top life sciences","Free tuition","N/A","admissions@uni-heidelberg.de","https://www.uni-heidelberg.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG363","Karlsruhe Institute of Technology (KIT)","Public","Non-Partnered","N/A","Germany","Karlsruhe","102","https://www.kit.edu","MSc in Optics & Photonics","Master's","Physics","Optics & Photonics","2","24","https://www.kit.edu/english/msc-optics-photonics","3.0","70","Bachelor's","No","0","Physics/Engineering","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD & KIT scholarships","10000","10000","No","No","Yes","No","N/A","N/A","03/15","N/A","No","English","93","89","Yes","Yes","2 years","World-leading photonics research","N/A","admissions@kit.edu","https://www.kit.edu/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG364","University of Hamburg","Public","Non-Partnered","N/A","Germany","Hamburg","132","https://www.uni-hamburg.de","MSc in Integrated Climate System Sciences","Master's","Environmental Science","Climate Science","2","24","https://www.uni-hamburg.de/en/msc-climate","3.0","70","Bachelor's","No","0","Natural sciences","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","9800","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","91","87","Yes","Yes","2 years","Max Planck Institute collaboration","N/A","admissions@uni-hamburg.de","https://www.uni-hamburg.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG365","Frankfurt School of Finance & Management","Private","Non-Partnered","N/A","Germany","Frankfurt","151","https://www.frankfurt-school.de","MSc in Finance","Master's","Finance","Corporate Finance","2","24","https://www.frankfurt-school.de/en/master-finance","3.5","80","Bachelor's","Yes","1","Quantitative background","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","39800","43780","200","Yes","FS scholarships up to 50%","20000","15000","No","No","Yes","No","N/A","N/A","04/30","N/A","No","English","96","93","Yes","Yes","2 years","Top German finance school","CFA partner","N/A","admissions@fs.de","https://www.frankfurt-school.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG366","WHU – Otto Beisheim School of Management","Private","Non-Partnered","N/A","Germany","Vallendar","101","https://www.whu.edu","MSc in Management","Master's","Business Administration","General Management","1.5","18","https://www.whu.edu/en/msc-management","3.5","80","Bachelor's","No","0","Any field","Yes","7.0","6.5","100","22","65","120","Optional","320","Yes","700","N/A","34500","37950","150","Yes","WHU Excellence scholarship","15000","14000","No","No","Yes","No","N/A","N/A","05/15","N/A","No","English","96","93","Yes","Yes","17 months","#1 in Germany by FT","Rhine Valley","N/A","admissions@whu.edu","https://www.whu.edu/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG367","EBS Universität – Oestrich-Winkel","Private","Non-Partnered","N/A","Germany","Oestrich-Winkel","251","https://www.ebs.edu","MSc in Automotive Management","Master's","Business Administration","Automotive Management","1.5","18","https://www.ebs.edu/en/msc-automotive-management","3.0","70","Bachelor's","No","0","Business/Engineering","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","29800","32780","100","Yes","EBS scholarships","12000","13000","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","94","90","Yes","Yes","18 months","German car industry focus","N/A","admissions@ebs.edu","https://www.ebs.edu/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG368","Bremen University of Applied Sciences","Public","Non-Partnered","N/A","Germany","Bremen","351","https://www.hs-bremen.de","MSc in Aeronautics","Master's","Engineering","Aerospace Engineering","1.5","18","https://www.hs-bremen.de/en/msc-aeronautics","3.0","70","Bachelor's","No","0","Engineering background","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","9500","No","No","Yes","No","N/A","N/A","07/15","N/A","No","English","90","85","Yes","Yes","18 months","Airbus city","Practical focus","N/A","admissions@hs-bremen.de","https://www.hs-bremen.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG369","Université de Nantes","Public","Non-Partnered","N/A","France","Nantes","401","https://www.univ-nantes.fr","MSc in Marine & Coastal Sciences","Master's","Environmental Science","Marine Science","2","24","https://www.univ-nantes.fr/en/msc-marine-coastal","3.0","70","Bachelor's","No","0","Biology/Environment","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","Nantes scholarships","3000","10000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","90","85","Yes","Yes","2 years","Atlantic coast","Field stations","N/A","admissions@univ-nantes.fr","https://www.univ-nantes.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG370","Université de Caen Normandie","Public","Non-Partnered","N/A","France","Caen","551","https://www.unicaen.fr","MSc in Cybersecurity & Digital Forensics","Master's","Computer Science","Cyber Security","2","24","https://www.unicaen.fr/en/msc-cybersecurity","3.0","70","Bachelor's","No","0","IT background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","Regional scholarships","2000","9000","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","90","85","Yes","Yes","2 years","Low tuition","Growing program","N/A","admissions@unicaen.fr","https://www.unicaen.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG401","Université PSL – Mines Paris","Public","Non-Partnered","N/A","France","Paris","20","https://www.minesparis.psl.eu","MSc in Materials Science & Engineering","Master's","Engineering","Advanced Materials","2","24","https://www.minesparis.psl.eu/en/msc-materials","3.2","75","Bachelor's","No","0","Materials/Physics background","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","601","661","60","Yes","Eiffel & PSL Excellence","10000","14000","No","No","Yes","No","N/A","N/A","02/28","N/A","No","English","96","93","Yes","Yes","2 years","Top-20 worldwide","Industry R&D labs","N/A","admissions@minesparis.psl.eu","https://www.minesparis.psl.eu/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG402","Université PSL – Dauphine","Public","Non-Partnered","N/A","France","Paris","150","https://dauphine.psl.eu","MSc in Artificial Intelligence & Decision Systems","Master's","Computer Science","Artificial Intelligence","2","24","https://dauphine.psl.eu/en/msc-ai-decision","3.5","80","Bachelor's","No","0","CS/Math background","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","80","Yes","Dauphine-PSL scholarships","6000","13000","No","No","Yes","No","N/A","N/A","03/15","N/A","No","English","96","93","Yes","Yes","2 years","Top French AI program","Low tuition","N/A","admissions@dauphine.psl.eu","https://dauphine.psl.eu/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG403","EM Strasbourg Business School","Public","Partnered","MSM Unify","France","Strasbourg","351","https://www.em-strasbourg.com","MSc in Supply Chain Management","Master's","Business Administration","Supply Chain Management","1.5","18","https://www.em-strasbourg.com/en/msc-supply-chain","3.0","70","Bachelor's","No","0","Logistics background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","10500","11550","100","Yes","Early-bird scholarship","4000","10000","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","90","85","Yes","Yes","18 months","Rhine corridor location","EU focus","N/A","admissions@em-strasbourg.com","https://www.em-strasbourg.com/apply","10%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG404","Excelia Business School La Rochelle","Private","Partnered","MSM Unify","France","La Rochelle","N/A","https://www.excelia-group.com","MSc in International Tourism & Destination Management","Master's","Business Administration","Tourism Management","1.5","18","https://www.excelia-group.com/en/msc-tourism","3.0","70","Bachelor's","No","0","Tourism background preferred","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","15900","17490","80","Yes","Excellence scholarship","6000","11000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","91","87","Yes","Yes","18 months","Atlantic coast","Sustainable tourism focus","N/A","admissions@excelia-group.com","https://www.excelia-group.com/apply","12%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG405","Burgundy School of Business Dijon","Private","Partnered","MSM Unify","France","Dijon","N/A","https://www.bsb-education.com","MSc in Wine Business","Master's","Business Administration","Wine Management","1.5","18","https://www.bsb-education.com/en/msc-wine-business","3.0","70","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","18900","20790","100","Yes","Wine scholarship","8000","12000","No","No","Yes","No","N/A","N/A","04/30","N/A","No","English","92","88","Yes","Yes","18 months","Burgundy vineyards","Tasting modules","N/A","admissions@bsb-education.com","https://www.bsb-education.com/apply","10%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG406","NEOMA Business School Rouen & Reims","Private","Partnered","MSM Unify","France","Rouen","28","https://neoma-bs.com","MSc in Global Management","Master's","Business Administration","International Business","1.5","18","https://neoma-bs.com/programmes/msc-global-management","3.2","75","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","22900","25190","100","Yes","Excellence scholarship","10000","13000","No","No","Yes","No","N/A","N/A","03/31","N/A","No","English","94","90","Yes","Yes","15 months","Triple-accredited","Multi-campus","N/A","admissions@neoma-bs.com","https://neoma-bs.com/apply","15%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
